event_time,coefficient,se,ci_lower,ci_upper
-4,0.1303505942795408,0.00973812884564498,0.11126386174207664,0.14943732681700495
-3,0.09653470322193901,0.012959803173591765,0.07113348900169915,0.12193591744217887
-2,0.09201486604720172,0.012840623388737614,0.06684724420527599,0.11718248788912744
0,0.09370879975814382,0.012857587394279942,0.06850792846535514,0.1189096710509325
1,0.10559180255470776,0.013273587051143943,0.07957557193446563,0.1316080331749499
2,0.03558052806454985,0.01935944970728502,-0.0023639933617287875,0.0735250494908285
3,0.07385145132011825,0.025705248236503858,0.02346916477657069,0.12423373786366582
4,0.13413346697358589,0.03691869382074537,0.06177282708492496,0.2064941068622468
