event_time,coefficient,se,ci_lower,ci_upper
-4,0.7541987051512457,0.09863165798058528,0.5608806555092986,0.9475167547931928
-3,0.5307258974640958,0.13126206218611036,0.2734522555793195,0.7879995393488721
-2,0.5544190629259989,0.13005496172931252,0.29951133793654633,0.8093267879154513
0,0.7020169893777883,0.13022677995221268,0.44677250067145147,0.9572614780841252
1,0.8307413325661563,0.13444019061109921,0.5672385589684019,1.0942441061639108
2,1.2008445042028242,0.19608023805057898,0.8165272376236894,1.585161770781959
3,0.6924937548710007,0.2603530198209211,0.18220183602199536,1.202785673720006
4,0.7447859200303092,0.3739272749144375,0.01188846119801168,1.4776833788626067
